Region,Site,Node,Year,RepresentivityRating,Flow,TSS,TN,PN,NOX,NH4,DIN,DON,TP,PP,DIP,DOP,Site Code,Display Name
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2006-2007,Indicative,35183,,,,,,,,,,,,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2007-2008,Good,88074,,,,,,,,,,,,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2008-2009,Indicative,33107,,,,,,,,,,,,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2009-2010,Excellent,966998,146732,1262,542,101,114,215,578,181,185,25,23,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2010-2011,Excellent,8884946,2578047,15990,10270,760,689,1450,4261,3776,3174,402,286,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2011-2012,Good,629170,14732,395,108,29,15,44,244,47,32,9,13,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2012-2013,Excellent,7357652,3724459,12151,7255,1466,535,2000,2897,2920,2606,282,78,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2013-2014,Moderate,213960,1316,102,25,5.3,1,6.3,70,6.4,3.8,0.3,2.1,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2014-2015,Good,731508.4444,99000,840,350,120,69,190,300,150,120,17,8.2,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2015-2016,Good,369403,6500,240,54,21,13,34,150,31,18,7.4,4.9,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2016-2017,Good,543044.8341,56000,580,190,110,27,140,250,94,71,16,6.5,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2017-2018,Good,850000,35000,710,180,140,30,170,360,100,61,29,10,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2018-2019,Good,180000,1800,110,27,18,3.9,22,60,7.7,4,1.2,2,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2019-2020,Moderate,340000,2500,250,79,49,6.3,55,120,13,10,1.4,3.4,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2020-2021,Moderate,120000,320,55,12,2.2,0.48,2.7,40,3.7,2.8,0.075,1.8,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2021-2022,Good,2900000,440000,3500,1300,740,120,860,1400,690,490,160,52,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2022-2023,Good,1200000,130000,1400,570,260,26,290,570,260,180,70,27,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Ben Anderson Barrage Headwater,136014A,2023-2024,Moderate,340000,4800,260,66,22,17,38,160,28,18,6.3,4.2,136014A,136014A Burnett River at Ben Anderson Barrage Headwater
BM,Burnett River at Eidsvold,136106A,2009-2010,Excellent,162767,14765,311,93,48,13,61,166,48,30,15,8,136106A,136106A Burnett River at Eidsvold
BM,Burnett River at Eidsvold,136106A,2010-2011,Indicative,2042501,335665,2558,1201,152,82,234,1124,721,444,229,61,136106A,136106A Burnett River at Eidsvold
BM,Burnett River at Eidsvold,136106A,2011-2012,Good,186021,14070,177,80,14,6,20,78,32,21,6,5,136106A,136106A Burnett River at Eidsvold
BM,Burnett River at Jones Weir Tail Water,136094A,2006-2007,Indicative,4897,,,,,,,,,,,,136094A,136094A Burnett River at Jones Weir Tail Water
BM,Burnett River at Jones Weir Tail Water,136094A,2007-2008,Good,8298,,,,,,,,,,,,136094A,136094A Burnett River at Jones Weir Tail Water
BM,Burnett River at Jones Weir Tail Water,136094A,2008-2009,Good,53682,,,,,,,,,,,,136094A,136094A Burnett River at Jones Weir Tail Water
BM,Burnett River at Jones Weir Tail Water,136094A,2009-2010,Excellent,762160,398154,1408,828,70,47,117,423,341,294,27,21,136094A,136094A Burnett River at Jones Weir Tail Water
BM,Burnett River at Jones Weir Tail Water,136094A,2010-2011,Good,6286570,1604385,9672,5350,413,254,667,3630,2255,1862,278,174,136094A,136094A Burnett River at Jones Weir Tail Water
BM,Burnett River at Jones Weir Tail Water,136094A,2011-2012,Good,341695,45816,324,119,30,23,53,152,65,49,8,8,136094A,136094A Burnett River at Jones Weir Tail Water
BM,Burnett River at Mount Lawless,136002D,2006-2007,Indicative,5478,,,,,,,,,,,,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2007-2008,Good,86640,,,,,,,,,,,,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2008-2009,Indicative,117937,,,,,,,,,,,,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2009-2010,Excellent,820135,547924,1479,1077,68,25,93,505,330,325,34,18,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2010-2011,Excellent,8399244,3385860,16965,11759,332,250,582,4669,4747,4145,394,250,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2011-2012,Indicative,457330,28327,407,123,55,14,70,212,75,44,21,11,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2015-2016,Excellent,328338,69000,450,270,23,9.3,32,150,110,86,16,4,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2016-2017,Excellent,463359.267,370000,1200,900,81,12,92,250,330,310,13,10,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2017-2018,Excellent,760000,280000,1000,650,45,15,60,350,230,190,27,12,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2018-2019,Excellent,96000,14000,140,86,7.5,2.4,9.8,40,25,20,2.2,2,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2019-2020,Excellent,190000,39000,310,160,33,3.4,36,120,53,46,4.3,3.1,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2020-2021,Good,36000,460,34,11,0.25,0.63,0.88,22,2.8,1.7,0.1,1.1,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2021-2022,Excellent,2800000,5500000,16000,10000,340,190,530,1500,3800,2800,130,52,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2022-2023,Good,1200000,210000,1500,780,170,20,190,540,350,270,63,18,136002D,136002D Burnett River at Mount Lawless
BM,Burnett River at Mount Lawless,136002D,2023-2024,Excellent,330000,23000,380,140,65,16,80,160,65,42,18,5,136002D,136002D Burnett River at Mount Lawless
BM,Elliott River at Dr Mays Crossing,137003A,2019-2020,Good,2900,8.6,1.7,0.44,0.24,0.038,0.28,0.96,0.061,0.04,0.0055,0.035,137003A,137003A Elliott River at Dr Mays Crossing
BM,Elliott River at Dr Mays Crossing,137003A,2020-2021,Moderate,960,3.1,0.89,0.22,0.39,0.013,0.4,0.26,0.033,0.021,0.0015,0.011,137003A,137003A Elliott River at Dr Mays Crossing
BM,Elliott River at Dr Mays Crossing,137003A,2021-2022,Moderate,50000,15000,140,94,4.2,2.2,6.5,36,23,19,1.3,2.2,137003A,137003A Elliott River at Dr Mays Crossing
BM,Elliott River at Dr Mays Crossing,137003A,2022-2023,Good,29000,2000,31,10,6.9,0.39,7.3,14,3.6,2.4,0.64,0.59,137003A,137003A Elliott River at Dr Mays Crossing
BM,Elliott River at Dr Mays Crossing,137003A,2023-2024,Good,7200,22,8.5,1.1,4.3,0.21,4.5,2.8,0.23,0.15,0.019,0.11,137003A,137003A Elliott River at Dr Mays Crossing
BM,Gregory River at Isis Highway,137101A,2022-2023,Moderate,31000,2500,43,19,1.7,0.31,2.1,23,3.4,2.7,0.2,0.63,137101A,137101A Gregory River at Isis Highway
BM,Gregory River at Isis Highway,137101A,2023-2024,Good,37000,2000,70,24,5.8,0.33,6.1,40,3.3,2.5,0.24,0.71,137101A,137101A Gregory River at Isis Highway
BM,Gregory River at Leesons,137103A,2018-2019,Excellent,16000,1400,22,6.3,5,0.76,5.7,9.7,1.8,1.4,0.15,0.27,137103A,137103A Gregory River at Leesons
BM,Gregory River at Leesons,137103A,2019-2020,Excellent,8900,440,14,3.4,2.9,0.32,3.2,7.1,0.92,0.71,0.078,0.17,137103A,137103A Gregory River at Leesons
BM,Gregory River at Leesons,137103A,2020-2021,Moderate,960,2.6,0.62,0.091,0.072,0.079,0.15,0.38,0.13,0.061,0.045,0.02,137103A,137103A Gregory River at Leesons
BM,Gregory River at Leesons,137103A,2021-2022,Excellent,270000,35000,370,140,34,4.7,39,190,41,32,3.5,5.5,137103A,137103A Gregory River at Leesons
BM,Gregory River at Leesons,137103A,2022-2023,Excellent,58000,3000,68,20,12,1.3,13,34,6.4,4.9,0.72,0.95,137103A,137103A Gregory River at Leesons
BM,Gregory River at Leesons,137103A,2023-2024,Excellent,48000,2200,75,25,7.6,1.2,8.8,41,5.8,4.5,0.45,0.83,137103A,137103A Gregory River at Leesons
BM,Gregory River at Promisedland Road,1371003,2020-2021,Moderate,170,51,0.25,0.094,0.0069,0.061,0.068,0.085,0.02,0.016,0.00061,0.0032,1371003,1371003 Gregory River at Promisedland Road
BM,Gregory River at Promisedland Road,1371003,2021-2022,Good,200000,39000,270,120,30,1.7,31,120,30,28,0.68,2.4,1371003,1371003 Gregory River at Promisedland Road
BM,Kolan River at Barrage,1350016,2019-2020,Good,28000,340,20,5.5,0.78,0.53,1.3,13,1.4,0.92,0.12,0.42,1350016,1350016 Kolan River at Barrage
BM,Kolan River at Barrage,1350016,2020-2021,Good,17000,22,9.2,1.1,0.23,0.17,0.4,8,0.33,0.23,0.026,0.17,1350016,1350016 Kolan River at Barrage
BM,Kolan River at Barrage,1350016,2021-2022,Good,910000,85000,1000,340,120,34,150,510,130,97,20,20,1350016,1350016 Kolan River at Barrage
BM,Kolan River at Barrage,1350016,2022-2023,Moderate,700000,52000,680,250,92,14,110,320,100,71,19,8.9,1350016,1350016 Kolan River at Barrage
BM,Kolan River at Barrage,1350016,2023-2024,Moderate,6500,560,17,13,0.18,0.16,0.34,3.2,2,1.9,0.061,0.078,1350016,1350016 Kolan River at Barrage
BM,Mary River at Fishermans Pocket,138007A,2016-2017,Excellent,204590.4228,35000,280,100,62,5.9,68,110,48,40,4.7,3.7,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2017-2018,Excellent,810000,84000,860,320,170,13,180,350,140,110,19,12,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2018-2019,Excellent,310000,19000,260,90,48,5.1,53,110,41,28,7.5,5.1,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2019-2020,Excellent,220000,15000,230,66,67,2.2,70,95,27,21,3.7,2.9,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2020-2021,Excellent,240000,12000,220,70,38,4.1,43,110,35,26,5.3,5.1,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2021-2022,Good,4200000,1400000,5500,3000,960,53,1000,1500,1200,1100,82,60,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2022-2023,Good,650000,97000,650,320,130,12,140,180,130,110,10,8.2,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Fishermans Pocket,138007A,2023-2024,Excellent,670000,290000,1200,840,51,19,70,320,270,250,11,13,138007A,138007A Mary River at Fishermans Pocket
BM,Mary River at Home Park,138014A,2013-2014,Excellent,482049,88000,690,220,260,15,280,190,91,80,5.3,5.8,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2014-2015,Excellent,1174237,230000,1400,620,280,27,310,460,260,230,24,14,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2015-2016,Excellent,342200,52000,360,140,48,13,61,160,61,47,9.5,4.5,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2016-2017,Good,443268,84000,650,250,110,18,130,260,96,78,9.5,8.4,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2017-2018,Excellent,1300000,130000,1400,470,230,36,260,650,200,150,32,22,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2018-2019,Excellent,530000,52000,530,180,98,19,120,240,72,51,13,9.3,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2019-2020,Excellent,420000,54000,620,210,180,12,190,220,68,60,9.9,4.6,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2020-2021,Excellent,280000,10000,230,53,46,6.2,52,120,29,18,5.9,7.4,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2021-2022,Excellent,6700000,1700000,8100,4200,1000,160,1200,2600,1800,1500,160,140,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2022-2023,Good,960000,140000,990,490,130,15,140,360,180,150,24,14,138014A,138014A Mary River at Home Park
BM,Mary River at Home Park,138014A,2023-2024,Excellent,1100000,190000,1500,670,210,35,240,590,250,210,30,16,138014A,138014A Mary River at Home Park
BM,Moore Park Drainage at Moore Park Road,1350051,2019-2020,Excellent,14000,540,41,4.9,21,5.1,26,9.7,3.4,2.8,0.5,0.18,1350051,1350051 Moore Park Drainage at Moore Park Road
BM,Moore Park Drainage at Moore Park Road,1350051,2020-2021,Excellent,480,10,0.52,0.074,0.2,0.11,0.31,0.13,0.049,0.035,0.0067,0.0097,1350051,1350051 Moore Park Drainage at Moore Park Road
BM,Moore Park Drainage at Moore Park Road,1350051,2021-2022,Excellent,5900,330,8.2,2.2,2.5,0.62,3.1,2.9,1.6,1.1,0.43,0.12,1350051,1350051 Moore Park Drainage at Moore Park Road
BM,Moore Park Drainage at Moore Park Road,1350051,2022-2023,Indicative,2400,60,2.7,0.46,0.94,0.39,1.3,0.93,0.31,0.25,0.036,0.027,1350051,1350051 Moore Park Drainage at Moore Park Road
BM,Moore Park Drainage at Moore Park Road,1350051,2023-2024,Good,3000,61,4.1,0.79,1.5,0.37,1.9,1.4,0.46,0.35,0.081,0.04,1350051,1350051 Moore Park Drainage at Moore Park Road
BM,Splitters Creek at Henkers Road,1360009,2019-2020,Good,7700,330,13,2.3,3.3,0.96,4.3,6.5,1.9,1.1,0.64,0.2,1360009,1360009 Splitters Creek at Henkers Road
BM,Splitters Creek at Henkers Road,1360009,2020-2021,Good,2200,11,1.8,0.31,0.029,0.016,0.045,1.5,0.12,0.075,0.013,0.03,1360009,1360009 Splitters Creek at Henkers Road
BM,Splitters Creek at Henkers Road,1360009,2021-2022,Excellent,65000,3300,92,24,11,2.4,14,54,18,10,4.7,2.7,1360009,1360009 Splitters Creek at Henkers Road
BM,Splitters Creek at Henkers Road,1360009,2022-2023,Good,21000,1700,24,8.4,3.2,0.37,3.6,12,6.1,3.7,1.7,0.71,1360009,1360009 Splitters Creek at Henkers Road
BM,Splitters Creek at Henkers Road,1360009,2023-2024,Excellent,12000,200,18,4,1.9,0.48,2.4,11,1.9,1,0.36,0.46,1360009,1360009 Splitters Creek at Henkers Road
BM,Stockyard Creek at Wallerawang,1371035,2019-2020,Good,430,9.6,0.6,0.12,0.089,0.025,0.11,0.37,0.025,0.016,0.00061,0.012,1371035,1371035 Stockyard Creek at Wallerawang
BM,Stockyard Creek at Wallerawang,1371035,2020-2021,Indicative,1100,7.6,0.77,0.13,0.021,0.012,0.033,0.61,0.027,0.017,0.0018,0.017,1371035,1371035 Stockyard Creek at Wallerawang
BM,Stockyard Creek at Wallerawang,1371035,2021-2022,Excellent,74000,3400,88,24,11,1.8,13,51,8.7,6.7,0.85,1.4,1371035,1371035 Stockyard Creek at Wallerawang
BM,Stockyard Creek at Wallerawang,1371035,2022-2023,Moderate,13000,170,11,2.3,1.1,0.2,1.3,7.6,0.82,0.61,0.1,0.16,1371035,1371035 Stockyard Creek at Wallerawang
BM,Stockyard Creek at Wallerawang,1371035,2023-2024,Moderate,11000,210,14,4,0.81,0.15,0.96,8.7,0.94,0.57,0.095,0.33,1371035,1371035 Stockyard Creek at Wallerawang
BM,Tinana Creek at Barrage Headwater,138008A,2013-2014,Indicative,146808.7092,3800,160,32,36,6.9,43,74,9.2,7.2,0.38,1.8,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2014-2015,Excellent,160695.8701,4100,150,26,9.2,4.7,14,98,11,6.3,0.5,2.2,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2015-2016,Excellent,105365,1700,97,21,7.3,4.7,12,64,7.7,5.2,0.42,2.1,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2016-2017,Good,127318.0119,3800,150,37,14,7.6,22,87,12,8.1,0.87,2.8,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2017-2018,Excellent,240000,11000,290,81,23,8.6,31,180,25,17,1.9,5.6,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2018-2019,Excellent,170000,4700,210,59,16,17,33,110,14,10,0.67,3,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2019-2020,Excellent,150000,12000,220,69,28,3.7,32,110,17,14,1.1,2.1,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2020-2021,Good,20000,110,19,3.4,0.74,0.67,1.4,14,1.5,0.98,0.12,0.49,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2021-2022,Excellent,2000000,170000,2000,860,99,36,140,1000,290,250,17,30,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2022-2023,Good,200000,15000,200,82,15,2.7,18,98,24,19,1.3,3.1,138008A,138008A Tinana Creek at Barrage Headwater
BM,Tinana Creek at Barrage Headwater,138008A,2023-2024,Good,300000,3100,370,79,14,9.1,23,270,22,12,3.1,8,138008A,138008A Tinana Creek at Barrage Headwater
BM,Welcome Creek at Gooburrum Road,,2020-2021,Moderate,450,8.6,0.49,0.13,0.1,0.022,0.12,0.23,0.11,0.064,0.035,0.013,1350053,1350053 Welcome Creek at Gooburrum Road
BM,Welcome Creek at Gooburrum Road,,2021-2022,Excellent,2200,130,2.9,0.77,0.58,0.17,0.75,1.4,1,0.36,0.57,0.096,1350053,1350053 Welcome Creek at Gooburrum Road
BM,Welcome Creek at Gooburrum Road,,2022-2023,Moderate,1500,98,2.3,0.68,0.51,0.091,0.6,1,0.82,0.28,0.46,0.081,1350053,1350053 Welcome Creek at Gooburrum Road
BM,Welcome Creek at Gooburrum Road,,2023-2024,Moderate,1000,47,2.2,0.54,0.8,0.079,0.88,0.83,0.82,0.26,0.5,0.059,1350053,1350053 Welcome Creek at Gooburrum Road
BM,Yellow Waterholes Creek at Dahls Road,1370040,2019-2020,Good,250,2.1,0.37,0.098,0.065,0.012,0.077,0.19,0.12,0.04,0.02,0.067,1370040,1370040 Yellow Waterholes Creek at Dahls Road
BM,Yellow Waterholes Creek at Dahls Road,1370040,2020-2021,Indicative,73,0.84,0.077,0.022,0.012,0.0037,0.016,0.039,0.019,0.0047,0.011,0.0035,1370040,1370040 Yellow Waterholes Creek at Dahls Road
BM,Yellow Waterholes Creek at Dahls Road,1370040,2021-2022,Excellent,7600,480,9.5,2.9,2.3,0.22,2.5,4.1,3.3,1.5,1.6,0.25,1370040,1370040 Yellow Waterholes Creek at Dahls Road
BM,Yellow Waterholes Creek at Dahls Road,1370040,2022-2023,Good,2700,300,4.5,1.5,1.6,0.13,1.7,1.2,1.8,0.94,0.75,0.13,1370040,1370040 Yellow Waterholes Creek at Dahls Road
BM,Yellow Waterholes Creek at Dahls Road,1370040,2023-2024,Good,350,2.6,0.9,0.047,0.73,0.012,0.75,0.11,0.049,0.026,0.017,0.01,1370040,1370040 Yellow Waterholes Creek at Dahls Road
BU,Barratta Creek at Northcote,119101a,2009-2010,Moderate,245486,21360,267,52,98,5,103,114,30,15,11,5,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2010-2011,Excellent,600261,183218,845,289,57,12,68,321,156,75,25,25,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2011-2012,Excellent,325917,10689,317,94,62,5,67,157,60,26,24,11,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2012-2013,Excellent,127452,5471,226,55,88,5.4,93,78,24,12,10,2,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2013-2014,Excellent,123084,7448,177,33,73,3.2,76,64,19,7,9,1.8,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2014-2015,Excellent,62831.83248,5500,150,27,75,8,83,43,11,6.6,3.3,1.3,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2015-2016,Excellent,39710,4300,88,23,36,2.7,38,28,8.8,5.9,2.2,0.76,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2016-2017,Excellent,89682.687,6800,160,41,62,2.7,65,58,19,9.6,7.2,2,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2017-2018,Excellent,140000,12000,150,51,21,3.3,24,72,24,13,6.6,4,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2018-2019,Excellent,460000,34000,450,210,54,6.3,60,180,62,43,12,6.6,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2019-2020,Excellent,81000,7400,140,42,45,1.5,46,56,14,8.9,3.4,1.8,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2020-2021,Excellent,130000,8600,180,43,59,4,63,78,22,11,8.3,2.4,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2021-2022,Excellent,130000,11000,250,44,120,4.7,120,85,24,11,9.2,3.8,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2022-2023,Excellent,320000,30000,290,96,43,10,54,140,49,31,13,4,119101A,119101A Barratta Creek at Northcote
BU,Barratta Creek at Northcote,119101a,2023-2024,Excellent,84000,3200,110,29,26,1.5,28,51,13,7,4.5,1.7,119101A,119101A Barratta Creek at Northcote
BU,Belyando River at Gregory Dev Road,120301b,2006-2007,Good,242581,75645,160,64,5,3,8,87,33,26,4,3,120301B,120301B Belyando River at Gregory Dev Road
BU,Belyando River at Gregory Dev Road,120301b,2007-2008,Good,3373114,169193,3153,1570,28,33,61,1522,584,413,130,59,120301B,120301B Belyando River at Gregory Dev Road
BU,Belyando River at Gregory Dev Road,120301b,2008-2009,,374450,66528,347,156,5,5,10,181,73,51,16,7,120301B,120301B Belyando River at Gregory Dev Road
BU,Belyando River at Gregory Dev Road,120301b,2009-2010,Excellent,905216.8536,190000,740,300,8,18,26,420,170,120,41,14,120301B,120301B Belyando River at Gregory Dev Road
BU,Belyando River at Gregory Dev Road,120301b,2010-2011,Good,2616028.563,410000,2300,1200,19,29,48,1100,650,460,160,62,120301B,120301B Belyando River at Gregory Dev Road
BU,Belyando River at Gregory Dev Road,120301b,2011-2012,Excellent,1861037.189,160000,1300,430,24,21,45,870,390,200,150,53,120301B,120301B Belyando River at Gregory Dev Road
BU,Belyando River at Gregory Dev Road,120301b,2012-2013,Good,55716.12432,19000,63,34,1.9,1.6,3.5,26,15,11,2.8,0.65,120301B,120301B Belyando River at Gregory Dev Road
BU,Black River at Bruce Highway,117002A,2019-2020,Moderate,26000,5900,32,13,7.2,0.21,7.4,12,6.1,4.2,1.5,0.4,117002A,117002A Black River at Bruce Highway
BU,Black River at Bruce Highway,117002A,2020-2021,Excellent,87000,17000,78,34,15,0.57,16,29,15,12,2.4,1.4,117002A,117002A Black River at Bruce Highway
BU,Black River at Bruce Highway,117002A,2021-2022,Good,62000,5200,38,11,9.3,0.42,9.7,18,6.1,4,1.5,0.68,117002A,117002A Black River at Bruce Highway
BU,Black River at Bruce Highway,117002A,2022-2023,Good,77000,8600,51,26,3.5,1.4,4.9,20,7.9,5.9,1.3,1.1,117002A,117002A Black River at Bruce Highway
BU,Black River at Bruce Highway,117002A,2023-2024,Good,56000,4700,34,13,3,0.62,3.6,18,4.4,2.8,1.1,0.78,117002A,117002A Black River at Bruce Highway
BU,Bonnie Doon Creek at Strathalbyn,,2019-2020,Moderate,1300,11000,,,,,,,3.4,,,,1200125,1200125 Bonnie Doon Creek at Strathalbyn
BU,Bonnie Doon Creek at Strathalbyn,,2020-2021,Good,19000,30000,42,,,,,,22,,,,1200125,1200125 Bonnie Doon Creek at Strathalbyn
BU,Bonnie Doon Creek at Strathalbyn,,2021-2022,Good,6500,14000,13,,,,,,7.9,,,,1200125,1200125 Bonnie Doon Creek at Strathalbyn
BU,Bonnie Doon Creek at Strathalbyn,,2022-2023,Indicative,15,15,0.021,,,,,,0.011,,,,1200125,1200125 Bonnie Doon Creek at Strathalbyn
BU,Bowen River at Myuna,120205a,2012-2013,Excellent,1127536,2330871,3101,2663,82,61,143,303,1935,1865,59,14,120205A,120205A Bowen River at Myuna
BU,Bowen River at Myuna,120205a,2013-2014,Excellent,431341,206789,616,398,49,8.9,58,152,163,137,14,5.7,120205A,120205A Bowen River at Myuna
BU,Bowen River at Myuna,120205a,2014-2015,Excellent,234262.634,430000,630,790,35,18,52,72,270,390,15,2.6,120205A,120205A Bowen River at Myuna
BU,Bowen River at Myuna,120205a,2015-2016,Excellent,369641,790000,1200,1100,58,11,69,120,600,580,21,3.8,120205A,120205A Bowen River at Myuna
